ListingKey	APN	BuildersName	City	State	StreetName	StreetNumber	TotalExpenses	YearBuilt	ListPrice	MLnumber	AccessibilityFeatures	Acres	AdNumber	Appliances	AppliancesYN	Area	Assessments	AssessmentsYN	Association	AssociationDues1	AssociationDues1Frequency	AssociationDues2	AssociationDues2Frequency	AssociationName1	AssociationYN	AttachedStructure	BuildersTractCode	BuildersTractName	Caprate	CDOM	CDOMResetYN	COLA_Board	COLA_FirstName	COLA_LastName	COLA_PublicID	COLA_StateLicenseNumber	COLO_Code	COLO_Name	CommonWalls	CommunityFeatures	ContactOrder1	ContactOrder2	ContactOrder3	ContactOrder4	ContactOrder5	ContactOrder6	Cooling	CoolingYN	COSA_FirstName	COSA_LastName	COSA_PublicID	COSA_StateLicenseNumber	COSO_Code	COSO_Name	Country	County	CrossStreets	DateClosedSale	DateCmaStatus	DateListingContract	DeletedYN	DirectionFaces	Directions	Disclosures	DocumentNumber	DOM	DoorFeatures	Elevation	EntryLevel	EntryLocation	ExteriorFeatures	FenceYN	Fencing	Fireplace	FireplaceYN	Floor	Foundation	GreenBuildingCertification	GreenCertificationRating	GreenCertifyingBody	GreenEnergyEfficient	GreenEnergyGeneration	GreenIndoorAirQuality	GreenLocation	GreenSustainability	GreenWalkScore	GreenWaterConservation	GreenYearCertified	GrossMultiplier	GrossOperatingIncome	GrossScheduledIncome	Heating	HeatingYN	InteriorFeatures	InternetSendAddressYN	InternetSendListingYN	LA_Board	LA_FirstName	LA_LastName	LA_Publicid	LA_StateLicenseNumber	LandFeeLease	LastChangeType	Laundry	LaundryYN	ListPriceExcludes	ListPriceIncludes	ListPriceLow	LO_Code	LO_Name	LotDimensions	LotFeatures	LotSquareFootage	MLSID	ModelName	MonthlyGrossIncome	NetOperatingIncome	NumberElectricMeters	NumberGarageSpaces	NumberGasMeters	NumberUncoveredSpaces	NumberUnits	NumberWaterMeters	OperatingExpense	OtherStructures	Parking	ParkingSpacesTotal	ParkingYN	Piccount	Pool	PoolYN	PostalCode	PostalCodePlus4	PreviousPrice	PreviousStatus	PricePerSqft	PricePerUnit	PropertyDescription	Roofing	Rooms	SA_FirstName	SA_LastName	SA_PublicID	SA_StateLicenseNumber	SaleType	SecurityExpense	SecurityFeatures	SellingPrice	SeniorYN	Sewer	SO_Code	SO_Name	SourceKey	SourceTimestampModified	Spa	SpaYN	SqFtSourceLot	SquareFootageBuilding	Status	Stories	StoriesTotal	StreetDirection	StreetDirectionSuffix	StreetNumberModifier	StreetSuffix	StreetSuffixModifier	StructuralCondition	Style	ThomasGuide	TimestampModified	TimestampOffMarket	TimestampPhotoModified	TimestampStatusChange	TractName	TractNumber	TractSubAreaCode	Type10ActualRent	Type10Baths	Type10Bedrooms	Type10Furnished	Type10GarageAttached	Type10GarageSpaces	Type10ProFormaRent	Type10TotalRent	Type10Units	Type11ActualRent	Type11Baths	Type11Bedrooms	Type11Furnished	Type11GarageAttached	Type11GarageSpaces	Type11ProFormaRent	Type11TotalRent	Type11Units	Type12ActualRent	Type12Baths	Type12Bedrooms	Type12Furnished	Type12GarageAttached	Type12GarageSpaces	Type12ProFormaRent	Type12TotalRent	Type12Units	Type13ActualRent	Type13Baths	Type13Bedrooms	Type13Furnished	Type13GarageAttached	Type13GarageSpaces	Type13ProFormaRent	Type13TotalRent	Type13Units	Type1ActualRent	Type1Baths	Type1Bedrooms	Type1Furnished	Type1GarageAttached	Type1GarageSpaces	Type1ProFormaRent	Type1TotalRent	Type1Units	Type2ActualRent	Type2Baths	Type2Bedrooms	Type2Furnished	Type2GarageAttached	Type2GarageSpaces	Type2ProFormaRent	Type2TotalRent	Type2Units	Type3ActualRent	Type3Baths	Type3Bedrooms	Type3Furnished	Type3GarageAttached	Type3GarageSpaces	Type3ProFormaRent	Type3TotalRent	Type3Units	Type4ActualRent	Type4Baths	Type4Bedrooms	Type4Furnished	Type4GarageAttached	Type4GarageSpaces	Type4ProFormaRent	Type4TotalRent	Type4Units	Type5ActualRent	Type5Baths	Type5Bedrooms	Type5Furnished	Type5GarageAttached	Type5GarageSpaces	Type5ProFormaRent	Type5TotalRent	Type5Units	Type6ActualRent	Type6Baths	Type6Bedrooms	Type6Furnished	Type6GarageAttached	Type6GarageSpaces	Type6ProFormaRent	Type6TotalRent	Type6Units	Type7ActualRent	Type7Baths	Type7Bedrooms	Type7Furnished	Type7GarageAttached	Type7GarageSpaces	Type7ProFormaRent	Type7TotalRent	Type7Units	Type8ActualRent	Type8Baths	Type8Bedrooms	Type8Furnished	Type8GarageAttached	Type8GarageSpaces	Type8ProFormaRent	Type8TotalRent	Type8Units	Type9ActualRent	Type9Baths	Type9Bedrooms	Type9Furnished	Type9GarageAttached	Type9GarageSpaces	Type9ProFormaRent	Type9TotalRent	Type9Units	Utilities	View	ViewYN	VirtualTour	WaterSource	WellDepth	WellGallonsPerMinute	WellPumpHorsepower	WellReportYN	WindowFeatures	YearBuiltSource	Zone
9599629	8729011025		LPUE	CA	Zenith	106	14570	1955	398000	AR15076858		0.136		DW	1	633									0	A				20									1CW	SDW,SL	2	1	5	3	6	8	NO	0							US	LA	Gemini Street		2015-04-09 00:00:00	2015-04-09 00:00:00	0					20								NO	0	LAM	RF														37200	NO	0	CF,GRNC,REMK,SIT	1	1	AR	Pamela	Wang	AR41210	01267152	FEE	NEWLIST	AR	1				3129	IRN Realty		BY,FY	5919	MR		3100	22630	1	0	1		3	1	14570			4		12	NO	0	91744	5263			419.83		INVESTOR’S DREAM!  Three (3) units on the premises.  Main unit has 3 bedrooms/1 bath.  Second unit (unpermitted) has 3 bedrooms / 1 bath.  Third unit (unpermitted) has 3 bedrooms / 1 bath.  Property has been remodeled with new windows, new carpet, new tiles, new kitchen with new cabinet, new granite counters and fresh paint and new bathrooms.  It is ready to move your tenants in.  It is also being listed in the MLS as Residential, MLS# AR15074919.		AE,LIV					STD				0	SIS			89696289				A	948	A	A					AV					2015-04-20 13:36:29		2015-04-13 11:12:22	2015-04-13 11:03:21		4220																																						1300	1.00	3	U		0	1300	1300	1	1300	1.00	3	U		0	1300	1300	1	1000	1.00	3	U		0	1000	1000	1																																																								NO	0		DIST					DPW	APP	
9599907	42212114		CM	CA	Pacific	2201	0	1975	2835000	OC15076889		0.565				C2										D	Other (OTHR)			167									NCW	SDW	1	2	8												US	OR	Victoria St / Victoria Pl		2015-04-08 00:00:00	2015-04-08 00:00:00	0					21																									172800				1	1	OC	Pat	Swanson	SSWANPAT	01382974		NEWLIST						J01796	Pat Swanson		BLF,PRK	24600	MR		14400	116142	10	0	10		9	1	0			19		10	NO	0	92627	3959			347.43		The Vista Pacific apartments are a 9-unit apartment community located on a 24,600 Sq.Ft. bluff-top lot overlooking Fairview Park and Huntington Beach.  The property was constructed in 1975 and consists of (9) two-bedroom, one-bathroom units, boasting incredible views of the Pacific Ocean.  The roof system is flat with a composite shingle mansard. Each unit includes gated carport parking, patios, balconies, individual water heaters, tile flooring, and upgraded applainces. A new buyer may benefit by increasing the rents approximately 18% to the market rates.  The Excellent Orange County Coastal Location – Situated on a Bluff top in a trophy West Costa Mesa location, the property boasts soaring panoramic views of Huntington Beach, Fairview Park, and the Pacific Ocean. The property is just minutes from Hoag Hospital, Balboa Island, Newport Harbor, Newport Bay, Orange Coast College, John Wayne/Orange County Airport and the 405 and 73 Freeways.							STD					SC			89698028				A	8160	A	A					AV					2015-04-13 12:18:56		2015-04-13 12:18:56	2015-04-13 11:28:41		653																																						1586	1.00	2	U		0	16800	14275	9																																																																													DIST						ASS	
9600015	4019003006		LA	CA	Slauson	4220	9299	1949	420000	SB15076926		0.072				C34										A				16									1CW	URB	20	8	9	10	6	9	NO	0							US	LA	Edgemar Avenue		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																									26832	CF	1		1	1	SB	Sylvester	Wilson Jr.	SWILSSYL	01875393		NEWLIST						S5764	Leacrest Realty		D0	3127	MR		2236	748	2	0	2		2	2	374			2		4	NO	0	90043	2807			610.47		This is an investment opportunity. Two clean units and the property does not need any work. It is a one (1) and one, for both units. Both units are occupied, please do not disturb the tenants. Seller is highly motivated to sell.							STD				0	SIS			89701089				A	688	A	B	2	W			AV					2015-04-17 09:54:33		2015-04-13 18:00:01	2015-04-13 11:54:28		2351																																						1076	1.00	1	U	D	1	1076	1076	2	1160			U	D	1	1160	1160																																																																					DIST						ASS	
9600722	8611012006		AZU	CA	Soldano	427	0	1989	588000	AR15076941		0.172				607										D				16									NCW	CRB,SDW	2	1	8	10	6	8									US	LA	S/Foothill Blvd		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																									31560				1	1	AR	Irv	Tons	A33507	00813310	FEE	NEWLIST						3218	Coldwell Banker Dynasty Arc.		ARP,YD	7475	MR		2630	0	2	4	2		2	1	0			4		1	NO	0	91702	3642			272.22		Ideal 2 Units Property for Owner/Rental or Straight Investment.  Both Units are 2 Bedrooms / 1 1/2 Baths, Nice Layout, Great Curb Appeal, Close to Shopping, Transportation, Azusa Pacific and Citrus Colleges, 2- 2 car garages, Yard and a lot more.  Long Time Tenants so there is a lot of Upside.							STD					SC			89702174				A	2160	A			N			AV					2015-04-13 12:19:19		2015-04-13 12:19:19	2015-04-13 12:13:50		0																																						1330	1.50	2	U	D	2	1330	1330	1	1300	1.50	2	U	D	2	1300	1300	1																																																																				DIST						ASS	
9601080	6032024001		LA	CA	82nd	601	46263	1963	2395000	MB15076995		0.427				C37										A				10									2CW	SL	2	1	5	3	6	8									US	LA	Figueroa St		2015-04-28 11:14:53	2015-04-13 00:00:00	0					10																									188568				1	1	MB	BERNARDO	RIOS	M449209	01899182		PRICECHG						97311	CENTURY 21 REALTY MASTERS		AVCS	18603	MR		15714	0	20	0	20		20	1	46263			20		13	NO	0	90044	5862	2150000	P	170.88		Rare 20 unit building available!!! (18) 2 bed/1 bath and (2) 1 bed/ 1 bath! Over 14,000 living space on a .43 acre lot!!! Courtyard designed! Great rental area! Always rented. Property has recently passed city inspection! 20 parking spaces!!! Building has 2 driveways to access parking lot. All units are separately metered for gas and electrical. Also For Sale 9 unit building across the street. (MLS#MB15077000 )							STD					SIS			89705007				A	14016	A	B		W			ST					2015-04-28 17:10:49	2015-04-22 13:30:09	2015-04-13 14:00:34	2015-04-28 11:14:53		0																																						0	1.00	2	U		0	0	14250	18	0	1.00	1	U		0	0	1464	2																																																																				DIST						ASS	
9601104	6032021020		LA	CA	82nd	538	17400	1962	999000	MB15077000		0.214				C37										A				10									2CW	SL	2	1	5	3	6	8									US	LA	Figueroa St		2015-04-28 11:16:38	2015-04-13 00:00:00	0					10																									79116				1	1	MB	BERNARDO	RIOS	M449209	01899182		PRICECHG						97311	CENTURY 21 REALTY MASTERS		AVCS	9316	MR		6593	61716	9	0	9		9	0	17400			9		8	NO	0	90044	5838	1035000	P	131.60		Rare 9 unit building available!!! (7) 2 bed/1 bath and (2) 1 bed/ 1 bath! Over 7,500 living space!!! Great rental area! Always rented. Property has recently passed code enforcement! 9 parking spaces!!! All units are separately metered for gas and electrical.  Also For Sale a 20 unit building across the street. (MLS#MB15076995 )							STD					SIS			89705089				A	7591	A	B	2	W			ST					2015-04-28 13:15:38	2015-04-22 13:31:58	2015-04-13 13:26:16	2015-04-28 11:16:38		0																																						695	1.00	2	U		0	0	0	1	630	1.00	2	U		0	0	0	1	850	1.00	1	U		0	0	0	1	900	1.00	2	U		0	0	0	1	850	1.00	2	U		0	0	0	1	765	1.00	2	U		0	0	0	1	548	1.00	1	U		0	0	0	1	700	1.00	2	U		0	0	0	1	655	1.00	2	U		0	0	0	1					DIST						ASS	
9601163	1192531580000		HLND	CA	Ward	26675	23566	1964	360000	SW15077012		0.177				276									0	A				16									1CW,NOA	CRB	2	8	10												US	SB	Ward St. & Victoria Ave		2015-04-13 00:00:00	2015-04-13 00:00:00	0		210 FWY to 5th St W., Rt on Cunningham St., Lt on Ward St.			16																									37535				1	1	SW	Craig	Way	TWAYCRA	01336376		NEWLIST						SWP301	Seaway Properties Real Estate		D1	7723	MR		3300	13969	0	0	0		4	0	23566			0		1	NO	0	92346	5663			92.28		***BANKRUPTCY SALE***  Four-plex in Highland.  Fully Leased with Month to Month Lessees.   ***Seller's choice of Services, Sold As-Is with No Warranty.  Buyer responsible for All.  ***SUBJECT TO BANKRUPTCY COURT APPROVAL AND OVERBID PROCESS--* See Supplements for Existing Lease Contracts and Profit/Loss Statement.							ATN				0	SIS			89705457				A	3901	A						ST				577F7	2015-04-13 14:01:39		2015-04-13 13:19:52	2015-04-13 13:09:47		6051																																						850	1.00	2	U		0	2550	2550	3	750	1.00	2	U		0	750	750	1																																																																				DIST						ASS	
9601227	8252010006		LPUE	CA	Larimore	1080	28264	1987	1348000	WS15077021		0.370				633										A				16									1CW	CRB,CW,SDW,SL,URB	2	5	4	10	6	8									US	LA	amar and hacienda		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																									96480				1	1	WS	RICHARD	CHU	W73660	00936719		NEWLIST						7362	HUNTINGTON REALTY GROUP CO.		ARP,AVCS,FY,LX,LSR,PAV	16109	MR		8040	68264	8	7	7		7	1	28216			14		2	NO	0	91744	2177			224.11		Newer built 1987,nice 7 units, 3 separate building,1 building with 4 units,1 building with 2 units ,1 building with 1 unit,all units with 2 bedroom 1 bath,all units with laundry hook-up,all units with 2 cars enclosed garage,all units with large space with bedroom,kitchen,living room dining area,laundry hookup,water heater,wall heater and wall air condition.big lot with wide driveway,nice landscape and side gardening,good income,rent low with upside,easy to maintain, close to school,shopping hall,bank,and many more.							STD					SC,SIS			89705736				A	6015	A	B					AV					2015-04-13 16:24:47		2015-04-13 16:24:47	2015-04-13 13:20:03		0																																						1000	1.00	2	U	D	2	1280	1000	7	1000	1.00	2	U	D	2	1280	1000		1080	1.00	2	U	D	2	1280	1080		1150	1.00	2	U	D	2	1380	1150		1280	1.00	2	U	D	2	1280	1280		1380	1.00	2	U	A	2	1380	1380		1150	1.00	2	U	A	2	1380	1150																								PRIV						EST	
9601732	015300011000		CHIC	CA	Ralland	12	8260	1968	380000	CH15077097		0.320														A				16									1CW	SDW	1	1	8				CA	1							US	BUT	North		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																									31800				1	1	CH	Steven	Depa	CH157000110	00813533		NEWLIST						CHREMAX	RE/MAX Of Chico		CD,FY	13939	MR		2650	23540	5	0	5		4	1	8260			8		4	NO	0	95926	1037			110.08		Pride of ownership shows in this spacious 4-plex.  Long time owner has kept rents low for ease of management.  Units have been well maintained and cared for.  This is a turn key property bring your management skill and take this to the next level.							STD					SEPT			89709923				A	3452	A	B					CR					2015-04-13 14:05:47		2015-04-13 14:05:47	2015-04-13 14:04:58																																								0	1.00	2	U		0	750	0	1	600	1.00	2	U		0	750	600	1	650	1.00	2	U		0	750	1300	2																																																											DIST						ASS	
9601770	6311005012		MW	CA	55th	3748	12670	1940	470000	DW15077110		0.137		NO	0	T6									0	A				16									1CW	CRB,SDW	2	1	5	3	6	8									US	LA	carmelita ave		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16				GS			CH	LIV	1		CC														1000				1	1	DW	Martin	Salcido	DWSAMART	01370927		NEWLIST	IG	1				DWNVR	New Vista Realty		D0	5988	MR		500	500	2	0	2		2	1	500		CP,DY	1	1	4	NO	0	90270				273.26		Beautiful duplex front unit 1 bedroom and 1 bathroom back unit 2 bedrooms and 1 bathroom							STD		SD		0	SIS			89710306		NO	0		1720	A	A		E			ST					2015-04-13 14:47:02		2015-04-13 14:33:53	2015-04-13 14:10:07		2829																																						0	1.00	1	U	D	0	1300	0	2	0	1.00	2	U	D	0	1500	0																																																																	ELOP	SEE	1		DIST						ASS	
9601907	7302017022		CMP	CA	Long Beach	1330	0	1959	400000	SB15077135		0.509				RO	NO	0							0	D				16									NCW	CRB,SDW,SL,URB	1	8	3	4											US	LA	Alondra Blvd.		2015-04-13 00:00:00	2015-04-13 00:00:00	0		S. of Alondra Blvd.			16			1				NO	NO	0																0				1	1	SB	Leo	Nordine	SNORDLEO	00961679	FEE	NEWLIST						S5460	Nordine Realtors, Inc.	160 x 133	D4,AVCS,LY,TNS,LV,YD	22169	MR		0	0	1	0	1		20	1	0			0		16	NO	0	90221				45.64		Lender owned. Borrower owed $1,080,000. Assessed at 753K. 20 units on over 1/2 acre in better part of Compton 2 blocks from Long Beach and El Camino College. 8765 sq. ft. of buildings with interior courtyard. Built in 1959, on 22,169 sq. ft. lot w/160' of street frontage on L.B. Blvd + 160' of alley frontage in rear. Zoned COCL*. Originally a hotel, could be used for school, sober living, assisted living, senior housing verify w/city. See COCL* uses in supplements. Now severely fire damaged and vandalized needs everything, priced for land value.	FLTR						REO				0	SIS,SPD			89712721		NO	0	A	8765	A	A	1	S			BL		FX,RM		735-B6	2015-04-24 10:31:08		2015-04-13 14:29:29	2015-04-13 14:24:40		0																																						0	1.00	0	U		0	0	0	20																																																																										NO	0		DIST						ASS	COCL*
9601915	010105001		MDRA	CA	O	200	0	1996	329000	MD15077138		0.259				MD637										D				16									NCW	URB	2	1	8	3	9	10									US	MAD	W Olive/W Yosemite Ave		2015-04-13 00:00:00	2015-04-13 00:00:00	0		From Olive Ave just South of Yosemite Ave turn east on N St then turn west on 6th St. Corner of 6th and O St.			16																									0				1	1	MD	Bill	Adanalian	MDADANALIAN	00527572		NEWLIST						MDADANALIAN	Century 21/Adanalian&Vasquez		D0	11274	MR		0	0	2	2	2		2	2	0			2		27	NO	0	93637	4544			103.85		This is a very unusual investment property that you will not want to miss. It's not a duplex but in 1996 2 beautiful homes were built on one corner lot. One faces South O Street and the other faces W 6th. Both are identical homes with 3 spacious bedrooms and 2 baths, 2 car garage with inside laundry room and dual pane windows throughout. New laminate floors and carpets were placed about a year ago. You get the privacy in each of these homes with a fenced backyard to entertain family and friends. These homes are very well kept up inside and out. Don't miss out on owning 2 homes on one lot with the potential of living in one while renting the other. Needs to be sold jointly.							STD					SIS			89713610				A	3168	A	A		S			ST					2015-04-13 14:31:14		2015-04-13 14:31:14	2015-04-13 14:27:48																																								950	2.00	3	U	A	2	0	1900	2																																																																													DIST						APP	
9601981	4031023032		ING	CA	112th	3320	0	1959	517000	CV15077145	2AE,PK	0.138		GD,GWH	1	102	UNK	1							0	D				16									NCW	SDW,SL	2	5	4	10	6	8									US	LA	Crenshaw Blvd		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16				GS			AVG,WD,WI	BTH,BNS,GAM,KTC,LIV,MBD,PTO	1	PC,CR	P,RF														0	WL	1	CF,OFP,SHW,SIT,TILC	1	1	CV	CARMEN	RAMIREZ	C14129	01474566	FEE	NEWLIST	AR,IG,IN,WH	1				50289	GATEWAY HOME REALTY		FY,LZ,PAT,PAV	6021	MR		0	0	2	2	2		2	1	0			4		8	NO	0	90303				223.42		Great Investment property. 2 un-attached units, front unit 2 bedrooms, 1 bath, back unit 3 bedrooms 1 and 3/4 bathrooms. Both units are very well kept and maintained, very little landscape maintenance required. Units are individually metered for gas and electricity. Each units has its own laundry hookups. 1 car garage for each unit. Great location. Property sold in its present conditions. NO RENT CONTROL. Property sold in its present conditions. Close to 405, 105 & 110 freeways and Inglewood Forum. Buyers and Buyers agent to verify all information. See private remarks for showing & offers instructions.	CMP	BDDN,BNS,LIV,MBD					STD		COD,SD,WB		0	SC			89713924				A	2314	A	A		W			ST		TK	TRD		2015-04-15 14:29:31		2015-04-13 17:25:36	2015-04-13 14:33:13		1615																																						0	1.00	2	U	A	1	0	0	1	0	1.75	3	U	D	1	0	0	1																																																																				DIST					DPW,SCR	ASS	
9602188	7268042014		LONG	CA	Werner	1233	6153	1922	339000	PW15077198		0.092				4									0	A	Other (OTHR)			16									1CW	SDW	19														US	LA	Orange, Warren		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																									18300				1	1	PW	Elizabeth	Do	PELIZADO	01473012	FEE	NEWLIST	IN	1	Stove, fridge and washer/dryer owned by tenant			PB9480	Keller Williams Realty	4047	FY,PRK	4028	MR		1525	16560	2	2	3		2	1	1740			2		1	NO	0	90813	2248			268.62		Income property available in Long Beach!  This duplex has long term renters and is located on a very quiet street.  Front unit has 1 bedroom, 1 bath, 1 parking spot, storage and kitchen with vinyl flooring.  Back unit has 1 bedroom, 1 bath, 1 parking spot and kitchen with tiled flooring.  Plenty of street parking also available.  Front unit is Section 8 tenant occupied on a month to month basis and back unit is tenant occupied on a month to month basis.  Laundry hookups in bathroom.  Large park, playground and recreation center within walking distance and just minutes to the Long Beach Convention Center, Aquarium, and harbor.							STD				0	SIS			89716133				A	1262	A	A		E			ST					2015-04-14 13:58:22		2015-04-13 14:58:44	2015-04-13 14:55:47		4011																																						850	1.00	1	U	D	1	900	850	1	675	1.00	1	U	D	1	900	675	1																																																																				DIST						ASS	
9602385	035153002000		OROV	CA	Elgin	2083	28440	1930	165000	OR15077224		0.220													0	D				18		OR	Trisha	Atehortua	oratehortua	1885460	ORBHOR	Better Homes Of Oroville	NCW	FHL	2	1	4	3	8										US	BUT	Myers St		2015-04-11 00:00:00	2015-04-11 00:00:00	0					18																									6750				1	1	OR	Cindy	Peebles	ORCINDY	01178181	FEE	NEWLIST						ORBHOR	Better Homes Of Oroville		YD	9583	MR		6750	4380	2	0	2		4	1	2370		UAS	0	1	7	NO	0	95966	6614			90.46		Rare opportunity, This property has 3 units that houses people with mental disabilities.  The 4th unit has an area for a bed and it's own bathroom.  It does not have a kitchen.  This is where the care giver stays. The property is set up for 12 beds 10 are currently occupied.  Owner receives $675.00 per bed.    Per the owner you do not need to have a license to do this.  You do have to have someone live on site and provide meals three times a day.  This is factored in under supplies for cost.  This property can be sold with this income in place or you can use this property for rentals with three units on the property.  The seller replaced the sewer line from the house to the LOPUD connection and has replaced some of the plumbing in two of the homes recently.  These properties are furnished and its included in the listed price.   Potential turn key income for the right person.   There is a separate detached garage.							STD				0	SC			89718138				A	1824	A						ST					2015-04-13 16:38:05		2015-04-13 16:38:05	2015-04-13 15:13:35																																								675	1.00	1	F		0	6750	6750	4																																																																													DIST						ASS	
9602415	07318220		ANA	CA	Anna	518	97787	1960	3725000	PW15077236		0.600		GO,GS	1	78										A	Other (OTHR)		5.00	16		PW	Chris	Keramati	PKERACHR	01702116	PB7936	Investment Property Group	2CW	SDW	2	2	1	7	6	8									US	OR	La Palma & State College		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																							12.52		297528	WL	1	CF	1	1	PW	Gary	Tolfa	PTOLFGAR	00955403		NEWLIST						PB7936	Investment Property Group		AVCS	26136	MR		24794	184864	26	0	26		24	2	97787			24		6	NO	0	92805				249.93		Anna Apartments is a well maintained garden style apartment community priced to sell at $155K per unit. An astute investor will recognize an opportunity to reposition the property in order to achieve much higher rent levels. The property is comprised of one and two bedroom units and features covered parking and private patios.							STD					SPD			89718438					14904	A			N		530	DR					2015-04-13 15:28:43		2015-04-13 15:24:17	2015-04-13 15:22:01		3328																																						936	1.00	1	U		0	1000	14975	16	1196	1.00	2	U		0	1300	9565	8																																																																				DIST						ASS	
9602545	0441192080000		APPV	CA	Thunderbird	20345	7572	1974	250000	TR15077256		0.391				APPV	UNK	1							0	A				17									1CW	SDW,SL	2	1	5	3	6	8	CA	1							US	SB	Happy Trails		2015-04-12 00:00:00	2015-04-12 00:00:00	0					17				GN			WI	LIV	1	CR,LAM															27000	CF	1		1	1	TR	Michael	Toledo	TRTOLEMIC	01906592	FEE	NEWLIST	IR,OUT	1				PB6721	Coldwell Banker Top Team		D1	17040	MR		2250	27000	3	0	3		3	1	7572		CPD	3	1	21	NO	0	92307	6106			92.70		Here is an opportunity to own 3 units completely renovated.  All units are 2 bedrooms and 2 bathrooms with new kitchen cabinets, granite countertops, tile and new laminate flooring.  Each unit comes with its own private backyards.  Location has an on-site laundry room and small storage units.    Very close to schools and local shopping center.  The units are surrounded with a newly installed wrought iron fence for privacy.   The units have been well maintained and are all rented.	SHN	BDDN					STD				0	SIS			89718855		NO	0	A	2697	A	A					RD					2015-04-13 15:48:06		2015-04-13 15:44:25	2015-04-13 15:33:41		4112																																						750	2.00	2	U	D	0	750	750	1	750	2.00	2	U	D	0	750	750	1	750	2.00	2	U	D	0	750	750	1																																																								CI,HI	1		DIST					BLI,SCR	ASS	
9603007	5336016009		ALH	CA	Valencia	19	10875	1949	925000	WS15077336		0.185				601										A			4.00	16		WS	KYLE	NGO	w76989	01349529	21150	RE/MAX TITANIUM	1CW	SDW,SL	12	18	3		6	8									US	LA	Main St		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16				GL																					46560				1	1	WS	RUDY	LIRA KUSUMA	W76188	01820322		NEWLIST						21150	RE/MAX TITANIUM		WLK	8068	MR		3880	35685	4	5	1		4	1	10875			5		35	NO	0	91801	2764			420.45		Gorgeous 4-plex in a highly desirable area of Alhambra. Minutes to down town Alhambra. Each unit consist of 1 bedroom and 1 bathroom each and is approximately 600 sq ft each. Very well kept complex and has excellent tenants. All units are currently full and every easy to rent.   Currently rented below market.  Lots of upside potential.  This complex also features 5 single-car garages.  Excellent location.  Close to freeways, shopping, and public transportation.							STD					UNK			89721755				A	2200	A			N			ST					2015-04-20 10:08:02		2015-04-13 16:39:20	2015-04-13 16:31:21		4803																																						945	1.00	1	U	D	1	1150	945	1	945	1.00	1	U	D	1	1150	945	1	990	1.00	1	U	D	1	1150	990	1	1000	1.00	1	U	D	1	1150	1000	1																																																		DIST						ASS	
9603015	4401720600		BKSF	CA	Soranno	3801	10319	1968	295000	RS15077340		0.172				BKSF										D				16									NCW	SL	2	2	1	7	6	8	CA	1							US	KR	Ming and Wible Rd		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16																									2800				1	1	RS	Martha	Lazo	RLAZOMAR	01340297		NEWLIST						RCHC	Casa-Home.Com		AVCS	7473	MR		2800	2525	4	4	4		4	1	275			4		1	NO	0	93309	5047			95.65		Beautiful property for investment, 4 units, 2 bedrooms, 1 bath each, every unit has own parking space.							STD					SIS			89721795				A	3084	A	A					AV					2015-04-13 17:25:32		2015-04-13 17:25:32	2015-04-13 16:32:05		2924																																						700	1.00	2	U	A	1	750	700	4																																																																													DIST						ASS	
9603033	4360006017		WCC	CA	Hilgard	950	0	1939	3800000	SR15077349		0.223				C05	UNK	1							0	A				16									2CW	SDW,SL	1	6	3	8											US	LA	Hilgard & Weyborn		2015-04-13 00:00:00	2015-04-13 00:00:00	0					16				GS																					0				1	1	SR	Ben	Salem	F207015527	01367073	FEE	NEWLIST						F2918004	Rodeo Realty	63 X 150	ARM,AVCS	9714	CN		0	0	0	6	0		6	0	0		AS	6	1	7	NO	0	90024	3056			584.35		The Asher Home is a 9,714 sq. ft. multi-family site in the heart of Westwood.  Currently  6 units, this property supports the development of approximately 11-14 units. Situated a block from dynamic, pedestrian-friendly Westwood Village, the property benefits not only from its immediacy to one of the largest universities in Southern California (based on student enrollment), but also to excellent national retail brands, fine-dining restaurants, and multiple coffee shops. What is more, the Los Angeles Metro Purple Line is expanding west and will have a stop in Westwood, providing future residents with convenient transportation to locales such as Beverly Hills, Downtown Los Angeles, Santa Monica, Pasadena, LAX, and much more.		BNS,CBD,GR,JJ,LIV,STD					STD				0	SC			89722048				A	6503	A	B	2				AV					2015-04-15 12:56:09		2015-04-13 17:20:19	2015-04-13 16:38:28		9070																																						0	1.00	1	U	D	1	0	0	1	0	1.00	1	U	D	1	0	0	1	0	1.00	1	U	D	1	0	0	1	0	1.00	1	U	D	1	0	0	1	0	1.00	1	U	D	1	0	0	1	0	1.00	2	U	D	1	0	0	1																																DIST						ASS	QR3-1-0
